id,name,year,budget,popularity,runtime,vote_average,poster_path
42607,Goodbye, Mr. Chips,1969,9000000,1.073128,155,7.1,/lUx8UQNpxm9wVnkrw59fObsi5ka.jpg
40430,Journey to the Far Side of the Sun,1969,0,5.916841,101,6.3,/o0LM7Mleo9Fwl9kUl6GVqd4IGQ9.jpg
38096,Last Summer,1969,0,1.10941,97,5,/sSGHM8JOWHrjcGk98aKxv5lM3ay.jpg
48831,My Night at Maud's,1969,0,3.914283,110,7.6,/lWwr1RM4h0mb4Hr1uuOCqJPmERr.jpg
24152,The Magic Christian,1969,0,0.892883,92,6,/iOUlJDRL7dZynvPqkp1ilMKnnE9.jpg
1846,Marlowe,1969,0,1.900216,95,6.2,/nFWq8iPs9Pjdod5Ch7Ucj5lHaVK.jpg
21323,More,1969,0,1.340205,117,6.5,/27ZBlV0wiH0SWdikOEc5uj8YhIS.jpg
5928,The Reivers,1969,0,1.813867,106,5.9,/2zXt3JQLYo8SRSw6SHlSMMMnERt.jpg
29748,Taste the Blood of Dracula,1970,0,3.952446,95,5.9,/rAjadi01hFHqIi4wdBvlzWorg9N.jpg
105627,The Joke,1969,0,1.196003,80,6.4,/iCQDRNz75i8WkMOUjkw4b1qcAO.jpg
85255,...tick... tick... tick...,1970,0,0.829587,100,6.2,/gulIFwndEGKFll9grhPXsZh8SEO.jpg
26525,Brewster McCloud,1970,0,4.433745,105,6.7,/6FMK63YIXAoTeBSt5DdQIyJBdxz.jpg
31672,Violent City,1970,0,0.999659,100,6.9,/2dlOIXqRsN6kkyf950ActIVqnOx.jpg
48408,Dirty Dingus Magee,1970,0,1.066117,91,5.8,/1yVaa0ORNY7UV9vVAuPSUpb499P.jpg
33205,Dodes'ka-den,1970,0,1.696371,140,6.7,/gP9pM94ATcZGfKQ3faKy0a3dVIi.jpg
70327,Gamera vs. Jiger,1970,0,0.006668,83,5.5,/4KI8hGejWyQw2NGoR5wdXpPH0pW.jpg
2860,Claire's Knee,1970,0,3.534856,105,7.4,/nih4uL369ATVTYr8LTHopuHYchq.jpg
42589,Hi, Mom!,1970,0,2.455795,87,5.8,/2VIRQUcATGRwxmTrLt0nIAZ72En.jpg
71943,House of Dark Shadows,1970,750000,2.067663,97,6.7,/zvErrvAqYU2xtJOyTLfCWcfQPAS.jpg
31304,A Swedish Love Story,1970,0,0.098906,115,7.5,/4NQvYpgCic5H2ZXQ2Fy8KAiF5iq.jpg
64828,The Landlord,1970,0,1.514513,112,5.5,/bNnnn8NH7ctHcL5yRN0LrF1hQcN.jpg
38222,On a Clear Day You Can See Forever,1970,0,3.453076,129,6,/8vi4oBP8Oe3yPy1dtbo3AbcjCK1.jpg
26606,Performance,1970,0,3.3228,101,6.9,/tdNVPW7CC6FX3UvsgWDxnXYPPKl.jpg
36404,A Trip Down the River,1970,0,0.98832,65,7.8,/nUv51I7AZaP6OW2S9XeOJf0Igan.jpg
42528,Long Live Death,1971,0,0.008527,90,6.1,/zfbfR61gSrt43mLMNPU74UuV3bz.jpg
20848,The White Sun of the Desert,1970,0,3.501433,83,7.5,/2rsYwgTluQhlnwpaprOQ1nNVcZm.jpg
2998,Zabriskie Point,1970,7000000,6.258456,113,7.1,/4yInJAMeuOf1tErz4D2vkiFQCvD.jpg
31906,The Beguiled,1971,0,7.150611,105,7,/9yfkaG6mP4pUHbTtKjxDdar1cu0.jpg
31767,The Devils,1971,0,4.718102,111,7.4,/7EWcEBzGYJusF01Jvw2C1EG6GG4.jpg
839,Duel,1972,450000,12.331251,74,7.2,/7VZVdqGMYs3swjVbKp4Bhf8Xfne.jpg
25109,Evil Roy Slade,1972,0,0.944223,97,5.9,/hsRGyUetHYn4N1gAl9OYFyOvZZv.jpg
36194,The Go-Between,1971,100000,3.815323,118,6.2,/bmZiA7cB0wbXgIpS1cgaKCSCOIJ.jpg
16328,Johnny Got His Gun,1971,0,4.261661,111,7.2,/o9bM6OjvM68FDuvh4Q7m3SuxDi7.jpg
42500,Lawman,1971,0,1.739038,99,6.5,/4Wra6NIVI5DddmPY7rUVkSvUfnp.jpg
16154,Let's Scare Jessica to Death,1971,180000,4.157477,89,6.6,/re9J7sqnECbrGq6KXO0MJLPMXmz.jpg
9394,They Call Me Trinity,1970,0,9.449417,106,7.5,/5b38dfzKqUmTY2HRYrdKJ8vFWAR.jpg
74689,Mon oncle Antoine,1971,0,0.007963,104,8.2,/nxIYUxuIpIUSeLgn6U2yVPg6waE.jpg
36850,A New Leaf,1971,0,2.03483,102,7.1,/oEkKDg1rmFKO5UmYg504hSLb26V.jpg
38646,Nicholas and Alexandra,1971,0,1.952752,189,7,/vHAUYZdGzAdqV5E3HnVJNcx2Eeg.jpg
84285,Von Richthofen and Brown,1971,0,0.359821,97,6.5,/d691rGgc46Ac7JdaxmQ8Sp7e9DP.jpg
34479,Scars of Dracula,1970,478375,3.764162,96,5.9,/5daqiTuAgXfUzJruIhs3znlerec.jpg
18287,Support Your Local Gunfighter,1971,0,2.412247,91,6.6,/hH8Wgd3p25qIt5yoCVwHZcUPOY9.jpg
5822,Sweet Sweetback's Baadasssss Song,1971,150000,1.435148,97,4.7,/wVylUhMpTYZFonPocAfxNacHAEB.jpg
13041,El Topo,1970,400000,5.467355,125,7.4,/4kggRn855GvcVm6sl17zDYD3jqA.jpg
40732,The Emigrants,1971,0,2.392021,191,6.8,/qzRbryq6swsFgN3cKnmshjno2GO.jpg
122677,Blood of Ghastly Horror,1972,0,0.006668,85,1.5,/eRHmpWVNiK28q1dWjPIbs1CnR75.jpg
121923,Brother John,1971,0,0.9413,95,6.2,/om5Efy8bxPdQHkJ1nxjyfBXg5mU.jpg
18250,Dr. Phibes Rises Again,1972,75000,2.59351,89,6.2,/cO7XqouecaoqIURLAfWGt5EOa09.jpg
33020,Dracula A.D. 1972,1972,0,11.174533,96,6,/9H9wjdGUfJYEV88gPc7kre3gNlv.jpg
89417,Get to Know Your Rabbit,1972,0,0.000844,91,7,/eU9zrnXYUNLDYQy01q5tBlnvlG9.jpg
12089,The Tall Blond Man with One Black Shoe,1972,0,3.985387,90,6.9,/jkLgcn1DZPowgZg1j1R27bxqEWj.jpg
41471,Lone Wolf and Cub: Sword of Vengeance,1972,0,1.839717,83,7.1,/xRx3Y3siaQceP8DA83Wjq76HTNk.jpg
17810,Lone Wolf and Cub: Baby Cart at the River Styx,1972,0,2.492024,81,7.3,/5Ca7fxLN6jhizyb8zmalzMrFqqF.jpg
23148,Lady Sings the Blues,1972,0,7.565468,144,7.2,/b7Dsaf7jOM7ZMRjlO8mn4su3RFi.jpg
80911,Payday,1973,760000,0.20268,103,5.6,/gNfFbt3dtazpkW6BEsCgmgbRrzV.jpg
87417,Slither,1973,0,0.94414,97,4.2,/4CG7Jay9u5dYVkgF6U8JzyRYqlm.jpg
11378,Trafic,1971,0,3.037782,96,7.4,/wWE4Hy7zoOVOVJpKSaNAzYTHqLy.jpg
760,The Mad Adventures of Rabbi Jacob,1973,0,7.18207,100,7.1,/ml5QwbOcDMOaKBOZUZpjg8QsGBh.jpg
27331,Charley Varrick,1973,0,9.057212,111,7,/3gtR10ASW5NMuDfachcrWVcal3k.jpg
1410,Dark Star,1974,60000,4.933923,83,6,/eeoSwN8l0mj1gEzRzmXvoAUXxDh.jpg
38729,A Delicate Balance,1973,0,0.09179,133,6,/qt1uE3Joep2clrzOy5As1t4Cziu.jpg
86889,Bram Stoker's Dracula,1974,0,1.158388,100,6.4,/4qbfuGtlNnKvhVVxIsAwn8yTRQs.jpg
31943,Emperor of the North,1973,0,3.272151,118,6.8,/mMlbANoaofLVxYWUBJIFLIe5ox1.jpg
29142,Executive Action,1973,0,1.838729,91,6.2,/ur26qrnyv7ovSmAaWlOU0gKkuVu.jpg
56764,The Glass Menagerie,1973,0,0.033575,100,6.6,/oStILkuGS5nir8FBjeHWQVfS254.jpg
9474,My Name Is Nobody,1973,0,6.022453,117,7.1,/lPQ7aqfPJnrLyPwKUYscHdLXpC6.jpg
27084,Invasion of the Bee Girls,1973,0,5.952421,85,4,/wCGVmyoiGLFHsH6SrQt3vITSPRQ.jpg
31596,Lemora: A Child's Tale of the Supernatural,1973,0,1.282366,85,6.4,/bOM8OGFdRVvoHVKdqWLdDnS6v9d.jpg
59189,Phase IV,1974,0,3.194233,86,5.9,/6KjWYe7fZlEdnBY5pdRjrexlTMg.jpg
38714,Save the Tiger,1973,0,0.974663,100,7.1,/zP3O8iCnZ0frWvE3FADyxS2Ac1N.jpg
31587,Scarecrow,1973,0,12.288092,112,6.8,/aZ8mzpnCZKJHhcDow9YBE9XHCGF.jpg
22307,Sisters,1973,500000,9.296883,93,6.8,/g8uuN0Ad09pdgh5q0da0ihikJnb.jpg
62330,The Spook Who Sat by the Door,1973,0,0.005351,102,7,/fxjjBvyp1YGMW3Ye6amKza34ctw.jpg
28498,Theatre of Blood,1973,0,7.163505,104,6.7,/edoXcTEmlPnH1MaPuNV2diUEn4W.jpg
21964,Five Fingers of Death,1972,0,1.590512,104,6.7,/sNjQHTOVElXQ4gkT8e6QXK1LB5p.jpg
21035,Turkish Delight,1973,0,3.971566,112,7,/AdY0p9mDY66HVzALHjM6JkaH8cd.jpg
25473,Walking Tall,1973,0,4.689964,125,6.5,/tHa5TqyibLNOPbxR7cJ3Z1Bi1i0.jpg
118121,Butley,1974,0,0.266127,127,7.3,/3jNbCTEnzs39tXP8dy55qOlOAAP.jpg
32044,California Split,1974,0,3.148851,108,6.5,/AslOvKRXy4tKcmmkDm1GFHTgOdF.jpg
62761,The Cars That Ate Paris,1974,0,2.030621,87,5.1,/rnBOKWZq3i0WOSDvVucNAnkTlEz.jpg
30702,Conrack,1974,0,1.557693,106,7.1,/osOImA9BR2xkKSH9Vs3EublFwh3.jpg
25627,The Living Dead at Manchester Morgue,1974,0,2.511806,95,6.3,/1rYKFvBJYdG6EBdlC4NkDTDrWxV.jpg
24402,Emmanuelle,1974,500000,12.855473,89,4.9,/d1MhpAVQkC2V6HOum69pBzSwvQu.jpg
5558,The Phantom of Liberty,1974,0,2.427337,103,7.4,/ylrXX04wQMPoOkI8kb5o5okT0wU.jpg
3043,Flesh for Frankenstein,1973,450000,3.104212,95,5.4,/deXO2Jg9RRpsbKuPLa6QM3u0CKw.jpg
36665,General Idi Amin Dada,1974,0,0.519972,90,6.8,/12DVqxFKAnvnUsckCsvLeju4pGC.jpg
16246,Gone in 60 Seconds,1974,0,3.560274,105,6.5,/jlR0myeIYDZsZqyv93tf40iRxnL.jpg
27977,The Groove Tube,1974,0,1.341516,75,5.3,/vqavLV59So2EPCCDBGhTPXX50JM.jpg
42448,Harry and Tonto,1974,0,1.848182,115,7.1,/BbA9z4kFuIXmljZTHG3FjCWjQk.jpg
42449,Hearts and Minds,1974,0,1.215723,112,7.8,/bSULmMdGryptWQVfTHffYzHDITN.jpg
8327,The Holy Mountain,1973,0,4.190266,114,7.7,/u8HQzZyBzc4I3v0HcRv5EgNfMBR.jpg
37627,The Little Prince,1974,0,6.582652,88,6,/bKaSLG9XEX18a7pf5GdbUJtC9h5.jpg
32940,The Terminal Man,1974,0,3.664402,107,6.1,/5rRSgLqgmyoacbEoE06bNqrgmhO.jpg
31656,Thieves Like Us,1974,0,3.072578,123,6.2,/gVqAhQlM8R6NPGOBym4tKrV0Krb.jpg
29859,The Adventure of Sherlock Holmes' Smarter Brother,1975,0,3.834924,91,6.1,/yuCp6MjTCfQHBZYrmB0LMQI0NDA.jpg
28994,The Adventures of the Wilderness Family,1975,0,2.034004,105,5,/eC3P5yqeoB0XXXcyYtbo78c7qbN.jpg
5618,Cousin, Cousine,1975,0,0.624726,95,7.3,/z3iGJixiABlkXbiloRQWHsrIIFB.jpg
19174,Dolemite,1975,0,1.631512,90,5.5,/c0XzuMQmy0qzyQFRqTnF6QcHsr2.jpg
9385,The Twelve Tasks of Asterix,1976,0,7.715483,82,7.3,/VSOjIvBH168wKFURHBSpUjqGVt.jpg
28209,Emmanuelle II,1975,0,3.476536,84,4.9,/gFrlvwxd6EkZjQIhyHiqBTEFqlt.jpg
1835,Farewell, My Lovely,1975,2500000,3.875842,95,6.8,/kqEXKX5I3YwOZ4goYBh3GtWdSFv.jpg
70259,The Fortune,1975,0,1.349807,88,5.3,/bgoLAArIZlEqYK7ohrNAFyBMnBS.jpg
10711,French Connection II,1975,0,18.54199,119,6.6,/mef0hcVIOQfDUubjdTwvuafO1dj.jpg
19740,The Great Waldo Pepper,1975,0,5.279919,108,6,/hdKRlRpYvnO9zpmq7pzLr1Hv5oy.jpg
1829,The Story of Adele H,1975,0,3.542253,97,6.9,/e5D3tTRVgoTGTmVt2yASZpHyVfc.jpg
43430,The Irony of Fate, or Enjoy Your Bath!,1975,0,2.694572,184,7.2,/b7YYmxfQ9JcbieDRPVC7MIasx1k.jpg
32042,Night Moves,1975,0,4.132633,100,6.6,/jGYyRh1ECOx0uWEC6ocGS6z2V3E.jpg
9652,The Passenger,1975,0,9.202533,121,7.5,/rYfnOaYYgAuoI8R0JiAV72jAESS.jpg
38099,Hand of Death,1976,0,4.070091,95,6.1,/tAB9W62pLiDzhWSkbMrYF6mc0uM.jpg
47313,Sister Street Fighter,1974,0,0.616558,86,7,/6243JcPHm8OzrJbSAZaXog8wL9c.jpg
5725,Supervixens,1975,0,4.363355,106,6.4,/fH5zYazrFrFvKhPuDlczTJEfYox.jpg
38783,Trilogy of Terror,1975,0,1.488031,72,6.6,/dBpIygcoQs6tsS2VGVYKSvL0hnm.jpg
3870,1900,1976,9000000,6.317822,317,7.5,/lgydVQAt4wFBc2hvf9uWgUXtsb3.jpg
1660,Small Change,1976,0,1.830794,104,7.7,/jmj7ZsBP9fN6Ji6QhpIfHVQZyu8.jpg
133008,Twenty Days Without War,1977,0,0.845133,101,6.7,/xDibMK3TLDt5hmseiaXP5iCsRod.jpg
6476,From Noon Till Three,1976,0,1.695541,99,5.5,/g35OMHgAahtacuZ8t7dPMMMnx3g.jpg
10640,Futureworld,1976,0,6.265857,104,5.7,/iEjhASpXJ1nLNT16wQCJYOAyn1.jpg
33324,Harlan County U.S.A.,1976,0,1.595006,103,7.7,/sUHL2JkMExah3FQAjcbd64sCHQ1.jpg
29856,Hollywood Boulevard,1976,60000,1.586171,83,6.3,/qIISOHdSmZxilsYoDsIVlEvIOTF.jpg
48205,The Marquise of O,1976,0,1.559108,102,6.1,/AmXPUCdQKWmO13B3WuUcy1OZZgg.jpg
46978,Mistress,1975,0,1.140189,112,6,/sneCpK0oOJcIjXXmeLWbuk0izZy.jpg
26842,The Message,1977,0,8.119925,177,7.4,/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg
42252,The Missouri Breaks,1976,0,2.615078,126,6.2,/vDvDxKRrLsJvDHn2ZbMWkmH0dHz.jpg
73100,A Slave of Love,1976,0,0.660643,94,5.3,/yzBK3hcs7sck9GSHWoq6u2uVysN.jpg
11558,Silver Streak,1976,6500000,8.254209,114,6.8,/sFGTQkoUSytqsvZm7hUrxkmVhEy.jpg
5651,Up!,1976,0,2.342003,80,5.6,/jtGWztv5y3c1LzTzTqoRbECZ0y4.jpg
43751,Who Can Kill a Child?,1976,0,3.330335,107,6.8,/wMdBn0MRGFl1htdRMQ3Y7H93qoA.jpg
14336,ABBA - The Movie,1977,0,1.558664,95,6.6,/b6ELAAxwFiyiy8RreGQRDcleOkk.jpg
18775,Demon Seed,1977,0,4.578201,94,5.9,/t7Ea4LnXHet79JNPRd6SyhwSoDy.jpg
12535,High Anxiety,1977,3400000,5.101153,94,6.5,/hJwcsCzbIGt9G2V3E7lcdxxfIea.jpg
1421,The Man Who Loved Women,1977,0,7.623327,119,7.1,/vc0YdTNFeGdQ4fUkL11nshGnXZs.jpg
62847,The Hound of the Baskervilles,1978,0,0.548818,85,5.3,/8M6dj0hobaqG5osF8qYPZTzbBFn.jpg
77360,Place without Limits,1978,0,0.000308,110,7.3,/xjhalcMhYcrSxxlMjlj94pq0JPK.jpg
12637,New York, New York,1977,0,6.453433,155,6.1,/dIOJNDtWmAMQgxB1wPAhBtM96C9.jpg
54140,Providence,1977,0,1.281044,110,7.1,/dDeK4dX7LdlN7aMHlh6BXAQHlrR.jpg
38985,Sorcerer,1977,22000000,13.966833,121,7.5,/iGDkhDPQKiA4ycpExU9kbDPW9QA.jpg
61280,The Turning Point,1977,0,1.118538,119,6,/g44C44Gyf3tvi4MTqMjsaVQ0nZD.jpg
16378,The Rutles: All You Need Is Cash,1978,0,2.703857,76,6.5,/cYP9PFfgo3uWp8WB59GVib7knk7.jpg
72412,Brass Target,1978,0,0.91779,111,6.6,/tLpEJnMOQqDI6PmWHyw0IvSrzwH.jpg
11935,Capricorn One,1977,5000000,10.719499,123,6.4,/iHhMZP9YFRdKbBP1jLFrN9Xkh3T.jpg
13481,The Five Venoms,1978,0,2.502956,98,6.2,/f7M0WGVTQeoPQy2vzvsZNCjZLI8.jpg
24998,Gates of Heaven,1978,0,4.027423,85,6.6,/ex7zsEUwN9duJW5DBaWlDaBrEj0.jpg
13514,Last Hurrah for Chivalry,1979,0,0.549026,106,7.5,/4XBCWByNSvdULoJiPr7iyzavwpd.jpg
113777,Harper Valley P.T.A.,1978,0,0.870303,93,7,/6EyekfcPuZ2I71xlZv6NRcuUFAp.jpg
1362,The Hobbit,1977,3000000,16.425868,77,6,/xP93GoIe8MI23n5ZQ7aZLTzLE0g.jpg
156235,In Praise Of Older Women,1978,0,2.015948,110,7.3,/suhDODrvUEQqFlYdohdYhry4roA.jpg
98851,Parts: The Clonus Horror,1979,257000,0.008673,90,4.1,/gJGX4sDJsXeOAw7b5bb03EfoHbb.jpg
29107,The Grapes of Death,1978,0,1.125715,91,6.2,/AaWsnBy8N7e0Rt4nLBLHWM8dMuR.jpg
45691,The Adventures of Picasso,1978,0,1.255319,118,7.6,/7rdl6R4gV0I23BsCi4n8FtjaKmP.jpg
11537,Snake in the Eagle's Shadow,1978,0,10.752763,98,7.2,/nYeCe3HhNGNVlB5u5h8OVDMnmRh.jpg
45695,A Wedding,1978,0,0.88473,125,6.5,/3VRsYYyWn3LZygFjlOtGiRvGyEr.jpg
42165,Best Boy,1979,0,0.035437,111,5,/1ub8R7jXUCnlqNPkYAZpWl29Byq.jpg
33701,French Fried Vacation 2,1979,0,5.921814,90,7.4,/tuwHvDpNiX3wSf042XGMURIqg9o.jpg
38438,Buffet Froid,1979,0,1.540335,89,6.6,/p0AE0o1A7QT1PNV1eF3nHTy6xvj.jpg
10654,Hair,1979,11000000,5.259089,121,7.3,/1RITo61dUEruQTrHqY6fQD8kPs.jpg
25264,I as in Icarus,1979,0,14.958978,120,7.3,/eiwremsVNwD7cGMNjEtUAnT4yB5.jpg
19827,The In-Laws,1979,9000000,3.336115,103,6.7,/vJXfjb8ZX2iCj8s3bfCXt6UM2FW.jpg
18966,Love at First Bite,1979,0,2.738421,96,5.8,/yb4uCXp9MmoVYLECk8J0FA5WETz.jpg
30636,La Luna,1979,0,3.651899,142,6.9,/sNtQ7FXrpV1qlmC0p4MfiqmJ4QP.jpg
33665,Opening Night,1977,0,4.692033,144,7.5,/xpbLyEd0XMozYh6hwSuZaw63cFK.jpg
45169,Quintet,1979,0,1.012883,118,5.6,/9gvVn3jm0FCFW1EI3JNquVNo24z.jpg
15717,Rockers,1978,0,0.718371,100,6.4,/6RjRETWlYs9BMF3Rc4Dh5OKy6aE.jpg
54663,Starting Over,1979,0,0.597398,105,6.9,/oeuTMKtVjED3b8RvXd2eLIvUeCK.jpg
80310,Children's Island,1980,0,2.459595,109,6.3,/a7adCavkHcR31sEBkDmwkrWFwX2.jpg
179798,Defiance,1980,0,2.068784,103,6.2,/j2TWQpH6brsgAYHrYWXHuouozrw.jpg
64353,The Hitch Hikers Guide to the Galaxy,1981,0,2.442825,150,7.2,/9DtyE0sNkeStBBp4uZWUysq8GHm.jpg
114516,Genocide,1982,0,0.25,90,0,/wiEDf2FwdjKQOLa0nogHfcWkTVp.jpg
47542,Peter-No-Tail,1981,48740,0.545722,81,5.7,/7KMM1nov4277UShTa5HSdywDFky.jpg
86295,Treasure of the Yankee Zephyr,1981,0,1.495604,108,5.4,/yjw3lcC1fcB7WwfcOAtctoOE8Km.jpg
149645,Smiley's People,1982,0,1.809791,360,8,/9aZHmfej87UCITrjpG0hCXYFbdc.jpg
23615,The Scarlet Pimpernel,1982,0,1.636045,142,6.6,/445d32U3gCoMYtk4ZaPNpWMLoFA.jpg
13633,Bad Boys,1983,0,3.313524,104,6.7,/jVrUYpKefOjEnjaJ5Vnlwz0MQKK.jpg
14087,Barefoot Gen,1983,0,2.28696,83,7.6,/77x1vFmHMTueVox83wdsXL7F2B5.jpg
6341,Blue Thunder,1983,22000000,10.456371,109,5.9,/sdsA2shw0TA81idpx2EafI6FEwN.jpg
27679,D.C. Cab,1983,0,1.730043,100,5.4,/q5elsVLItrY2uwehyUDroEYcWrr.jpg
7012,The Day After,1983,0,10.099175,127,6.7,/jlf2Bdy9F23aYPyyrBQzpHcRMp5.jpg
20545,Deal of the Century,1983,0,2.403016,99,4.8,/8CXFfMSR6xrdjIVUBCxhuZZS8wg.jpg
23096,Doctor Detroit,1983,0,8.591768,89,4.7,/zYcScAZ3eMv5TaHP2b6kbNQxd1m.jpg
15251,Eddie Murphy: Delirious,1983,0,5.762754,69,7.7,/nopK3L1aJYCuEiSQTqwpZD7uff7.jpg
17435,El Norte,1983,0,4.358487,141,6.6,/lsAr6Eu2r4RnQ4M4CFLjYHVUzjZ.jpg
78177,Lianna,1983,300,0.957027,110,5.9,/f9If3l3Hf1JQAKzWaSZ2cIWwhpl.jpg
11948,Merry Christmas, Mr. Lawrence,1983,0,4.455913,123,7.4,/mmm88wFv0X8DfhsCx2bw7JO0D69.jpg
15716,The Pirates of Penzance,1983,0,2.555585,112,5.5,/yuH6KrjnbFX6W1ne7GVHTpKiqq5.jpg
29173,The Raiders of Atlantis,1983,0,0.804308,92,6.4,/1GKdylS7cQJJIJpGxyhdgZgPVZs.jpg
32689,First Name: Carmen,1983,0,2.094005,85,7.1,/dWtwyMi5o2bXholFiS4sYPOJX9Z.jpg
21356,Rock & Rule,1983,8000000,2.066433,77,6.3,/d5La4KVkVu2RC13hJFrOakA9EM3.jpg
42115,Sugar Cane Alley,1983,0,0.004425,103,6.3,/kgE1Q0pKnqw8fgnXFgiBGpBRddu.jpg
232,Rumble Fish,1983,10000000,8.20519,94,6.8,/pwXuTYNhKucg40HzEhUQDpm2FQm.jpg
42116,The Makioka Sisters,1983,0,0.875383,140,6.9,/3RFLbUim3gQ0h7cYsn0sME3FLbV.jpg
30707,Star 80,1983,0,4.119518,103,6.1,/j5DAEigYLAX5ECWBLE5VoTbdUou.jpg
12633,The Star Chamber,1983,0,5.838449,109,5.6,/kBXvrwS0gptAVZ8JkVFVylPxJh8.jpg
47892,Strange Invaders,1983,0,2.430068,92,5.2,/dI0pClEaebAD1AIARdiztsx1N7m.jpg
19258,Stroker Ace,1983,0,6.98584,96,4.9,/k6ZIa1QyD4p8AShjB2yBEsinlmX.jpg
22998,To Be or Not to Be,1983,0,8.378174,107,7,/hw5RFiojMJu2Qa1Gj6WeupVojqx.jpg
15301,Twilight Zone: The Movie,1983,10000000,5.836054,101,6.2,/hLcKs6evdDddVrvbYUCZ9vtKWfT.jpg
29140,The Fourth Man,1983,0,3.034972,102,6.8,/hn0gqb6JUKPcXOhb8FZBl2LYMAP.jpg
28054,Suburbia,1984,0,1.778848,94,6.6,/cXwATkXHai5tPACN8uIIN0iIRQC.jpg
11609,Yellowbeard,1983,0,9.290415,96,5.7,/8VWBX8GH5z23IsMsu0eTkG42fL9.jpg
9041,One Deadly Summer,1983,0,1.786832,130,7.1,/xdwk5bEuNI29Ot0gkJlNtkPwH4Q.jpg
31939,Another Country,1984,0,2.648073,90,5.9,/uBDcCLeVG0dNht4xkUClKYvEOrf.jpg
63418,Boy Meets Girl,1984,0,1.156252,100,6.9,/uf1B9Xpk9B0mTyoifSc39u4TQZS.jpg
42086,Choose Me,1984,700000,1.069152,106,6,/octHjRWfXNg5ZQm01nm2qdQpzin.jpg
13189,A Christmas Carol,1984,0,7.199078,100,7.1,/qONlc5mCqtO9jlMKFd1wdEeiDsC.jpg
48677,Cloak & Dagger,1984,0,9.735023,101,6.2,/8dmtQGw1IHbs8V93EWrfbwtLgi6.jpg
30278,Comfort and Joy,1984,0,4.772901,106,6.5,/1ANJvw6gfLOIG83YrYxg6N3Tiiu.jpg
46088,Dangerous Moves,1984,0,0.762348,110,6.1,/egdA083FDNszxALIKvjXrokf1Cq.jpg
19596,Electric Dreams,1984,0,4.094509,92,6.4,/8wPmd5UothUkQQ8jqjgQOj1DTc9.jpg
1884,The Ewok Adventure,1985,3000000,5.056089,96,5.9,/nBj50ywoyBPHlXXIByIxzgjPWPZ.jpg
19621,The Hit,1984,0,3.729553,98,6.5,/alYtSR6GKxUS1Lr5zRuowpr9JdZ.jpg
10179,The Ice Pirates,1984,9000000,3.291281,91,5.7,/wDnPJkkBDLqnwZKkPZoWptgOz9U.jpg
47874,Irreconcilable Differences,1984,0,1.704114,113,5,/b4Dz2jpXgU7DeJYw6EOmn2FBReF.jpg
113784,The Last Polka,1985,0,0.008326,54,5,/l5xgI7xbU0sS2ObSt6w3kow8uyu.jpg
108241,Next of Kin,1984,0,1.046297,70,5.1,/fYtIYPpBvovrTg6oVVnQgHD7MPl.jpg
27102,Full Moon in Paris,1984,0,1.860248,100,7.5,/xVmoTSAgxHJFGD4QYFX7bZypEyG.jpg
47359,Racing with the Moon,1984,9000000,10.941991,108,5.8,/sJedI4bI0EcC0nWZIW9yhA2Iu8M.jpg
27414,Silent Night, Deadly Night,1984,1065000,3.81324,79,5.6,/2Lu1ry6sM1aQzZijIQrdBF70rX8.jpg
33138,The Times of Harvey Milk,1984,0,2.496262,90,7.1,/6vAAcRmJiUmcmufSk8bn2zVbZJs.jpg
25425,Drunken Tai Chi,1984,0,1.295722,91,6.5,/ldmJjucyC2WwQg8kQp6uwAe9New.jpg
8221,What Have I Done to Deserve This?,1984,0,2.154915,102,7.4,/9LTUBYemkEV0tGt5nKzNfpFZeZD.jpg
17663,Anne of Green Gables,1985,0,7.222048,199,8.2,/rw12vUIMVXqUbqYDmKamUCI4CVs.jpg
8868,Asterix vs. Caesar,1985,0,7.174178,79,6.5,/mGItmlNRLWnZde2f7qsXGWTxaUC.jpg
29903,Barbarian Queen,1985,0,1.424291,70,4.6,/249MmRAvMaoyJYOghwnJNqRg86y.jpg
92802,Beer,1985,0,0.240169,82,6,/5yqn7lvXXXFG0efLXB4ckNQcp0o.jpg
54407,Bliss,1985,3400000,0.40319,112,5.2,/4RXfE9ZuCsHQ1MLsupjlVlEtrCT.jpg
41243,Creator,1985,0,3.650143,107,6.2,/yVpp427Ui7h6dPTHmeyGFF1EVA5.jpg
12615,Death of a Salesman,1985,0,3.815502,130,5.9,/yfEMKlSHSIcoAx9jNEJoMBLRCzb.jpg
14029,Demons,1985,1800000,11.477701,88,6.5,/pWgxGFAb76rZHNEaMUs6tiAGYqw.jpg
10372,Ewoks: The Battle for Endor,1985,0,10.002017,100,5.4,/qmK6nRnyF2uMX0JzoNByfchyl2L.jpg
40929,Heaven Help Us,1985,0,3.568487,104,6.9,/b3O9wSA8i6VabCjOQTjiiZKwWcy.jpg
67342,Mr. Vampire,1985,0,4.191925,96,5.8,/ua4wT1FzRXqNP9DMJUdzA4ErckN.jpg
9056,Police Story,1985,0,6.489294,101,7.3,/cNPhRNapWj2TnVgxW3CyspbLh37.jpg
27064,Mishima: A Life in Four Chapters,1985,5000000,8.591834,121,7.7,/r49kvu9FKPbgXgFp4EB1CwPCnPj.jpg
51878,9 Deaths of the Ninja,1985,0,0.956302,94,6.1,/yI5V6mz5ohdSk7e8yDY2V1JQTQg.jpg
